team,att_strength,def_strength,att_perc,def_perc,season
Georgia St.,0.3589043571455385,-0.5121227613475995,64.85148514851485,89.60396039603961,2012
Gonzaga,-0.07167344689029281,0.17289111332866186,19.801980198019802,29.207920792079207,2012
Green Bay,0.3728750176836715,0.024746194374373642,67.82178217821783,47.524752475247524,2012
Hartford,0.2987304819665766,0.14372402087164807,56.930693069306926,32.67326732673268,2012
Hartwick,0.16734101671057894,0.14412202822043696,38.11881188118812,32.17821782178218,2012
Harvard,-0.08641036128290902,0.14327835034652325,18.81188118811881,33.16831683168317,2012
High Point,0.2718333545301561,0.008145132282402157,52.97029702970298,48.51485148514851,2012
Hofstra,0.4842373429931172,0.21402927886175888,78.21782178217822,25.742574257425744,2012
Holy Cross,-0.3810042767071792,0.4550624465542089,4.9504950495049505,10.396039603960396,2012
Houston Baptist,-0.28686364770081296,0.5629406912648448,8.415841584158416,6.9306930693069315,2012
Howard,-0.7841454062628592,0.7752463125082073,2.4752475247524752,0.9900990099009901,2012
IPFW,0.2935131741758601,0.5354029092599271,56.43564356435643,7.425742574257425,2012
IUPUI,-0.3147289479371111,-0.02377037794824871,7.425742574257425,50.0,2012
Ill.-Chicago,0.29152891864804786,-0.06682426026188347,55.44554455445545,54.45544554455446,2012
Indiana,0.7444364042787315,-0.6052193624140205,94.55445544554455,92.57425742574257,2012
Iona,0.3895286920234421,-0.13573127812333005,68.31683168316832,61.386138613861384,2012
Jacksonville,0.2698304351256694,0.2449293521789883,52.475247524752476,22.277227722772277,2012
James Madison,0.6216299540450967,-0.18571399115468493,88.61386138613861,67.32673267326733,2012
Kentucky,0.5711723003175839,0.12237321313422868,85.14851485148515,36.13861386138614,2012
LIU Brooklyn,0.057299970338281526,0.4470723987634999,28.217821782178216,10.891089108910892,2012
La Salle,0.15351404344812344,0.2916173571903944,35.148514851485146,17.82178217821782,2012
Lafayette,-0.09069902570251986,-0.8814651957514115,17.82178217821782,98.01980198019803,2012
Lehigh,-0.12234341979715865,-1.0178906441470306,16.33663366336634,98.51485148514851,2012
Liberty,0.2122488886712088,-0.3102615229334845,45.04950495049505,76.23762376237624,2012
Lipscomb,0.07033217520637014,0.40195949702251693,28.71287128712871,11.881188118811881,2012
Longwood,0.1932376174916802,-0.06616785465692343,42.57425742574257,53.46534653465347,2012
Louisville,0.7844071862176917,-0.6999767048936226,96.53465346534654,96.03960396039604,2012
Loyola Chicago,-0.285663002859685,0.08634706790432102,8.91089108910891,39.603960396039604,2012
Loyola Maryland,0.11623050410406773,-0.09359689991581707,31.18811881188119,56.43564356435643,2012
Loyola Marymount,0.22961299540394475,-0.11600942827429007,47.524752475247524,59.4059405940594,2012
Manhattan,-0.7982304534930769,0.3122515038466946,1.9801980198019802,15.841584158415841,2012
Marist,0.21439255275209285,0.16811707649167348,47.02970297029702,29.7029702970297,2012
Marquette,0.43910311276868585,-0.11816576513057482,74.75247524752476,59.900990099009896,2012
Marshall,0.4014926804116811,-0.11501777028583225,70.79207920792079,58.91089108910891,2012
Maryland,1.0036208967404083,-0.36821871702596587,99.5049504950495,79.20792079207921,2012
